A-bomb Atombombe
transcendences Ueberlegenheiten
transcendency Erhabenheiten
transcendentalism Transzendentalphilosophie
transcendentalist Transzendentalist
transcendentalists Transzendentalisten
transcoder Codeumsetzer
transcriber Umsetzeinrichtung
transcript Kopie
transcription Abschrift
transcriptions Abschriften
transcripts Kopien
transducer Absolutwertuebertrager
transept Querschiff
transepts Querschiffe
transfer Sprung
transferability Uebertragbarkeit
transferal Ueberweisung
transferals Ueberweisungen
transference Uebertragung
transferences Uebertragungen
transfersize Uebertragungslaenge
transfiguration Umgestaltung
transfigurations Umgestaltungen
transformation Uebersetzung
transformations Umbildungen
transformer Transformator
transformers Transformatoren
transfusions Transfusionen
transgression Ueberschreitung
transgressions Uebertretungen
transgressor Missetaeter
transgressors Missetaeter
transience Vergaenglichkeit
transiency Vergaenglichkeiten
transients Durchreisenden
transistor Transistor
transistors Transistoren
transit Uebergang
transition Uebergang
transitions Uebergaenge
transitoriness Vergaenglichkeit
transits Durchgaenge
translating Uebersetzung
translation Besetzung
translations Uebersetzungen
translator Uebersetzer
translators Uebersetzer
transliteration Umschreibung
translucence Lichtdurchlaessigkeit
translucency Durchsichtigkeiten
transmigration Auswanderung
transmigrations Auswanderungen
transmissibility Uebersendbarkeit
transmission Uebersetzung
transmissionline Koaxialleitug
transmissions Uebersetzungen
transmittal Uebertragung
transmittals Einsendungen
transmittance Durchlaessigkeitsgrad
transmitter Sender
transmitters Sender
transmutations Umwandlungen
transom Querbalkon
transoms Querbalkone
transparence Durchsichtigkeit
transparency Transparenz
transparentness Transparent
transplantation Transplantation
transplantations Transplantationen
transport Transport
transportation Transport
transportations Befoerderungsmittel
transporter Transporter
transporters Transporter
transports Transporte
transpose Transponierte
transposition Austausch
transpositions Umstellungen
transsexual Transsexuelle
transsexualism Transsexualismus
transsexuals Transsexuellen
transshipment Umladung
transsonic Ueberschall
transvestism Transvestitismus
trap Falle
trapdoor Falltuer
trapdoors Falltueren
trapezes Trapeze
trapezoids Trapeziode
trapper Fallensteller
trappers Fallensteller
trappings Schmuck
traps Fallen
trash Muell
trashiness Wertlosigkeit
trauma Trauma
traumas Traumen
travel Reise
traveler Reisende
travelers Reisenden
traveller Reisende
travellers Reisenden
travelller Reise
travelogue Reisebericht
travelogues Reiseberichte
travels Reisen
traversal Traversal
travesties Travestien
travesty Travestie
trawl Schleppnetz
trawler Fischdampfer
trawlers Fischdampfer
trawls Schleppnetze
tray Ablage
trays Servierbretter
treacherousness Verraeterei
treachery Verrat
treacle Sirup
treason Verrat
treasure Schatz
treasurer Schatzmeister
treasurers Schatzmeister
treasures Schaetze
treasuries Schatzaemter
treasury Schatzamt
treat Vergnuegen
treaties Schatzkammern
treatise Abhandlung
treatises Abhandlungen
treatment Verfahren
treatments Behandlungen
treaty Vertrag
tree Baum
trees Baeume
treetop Wipfel
trefoil Klee
trefoils Kleeblaetter
trek Treck
treks Trecks
trellis Gitter
trellises Gitter
tremendousness Schreckliche
tremor Beben
trench Schuetzengraben
trenchancy Schaerfe
trencherman Esser
trenchermen Esser
trenches Schuetzengraeben
trend Richtung
trendiness Schicklichkeit
trendline Trendlinie
trends Richtungen
trepidation Angst
trepidations Aengste
tress Flechte
tresses Flechten
trestle Geruest
trestles Gerueste
trial Versuch
trials Versuche
triangle Dreieck
triangles Dreiecke
tribal Stammes
tribalism Stammessystem
tribalisms Stammessysteme
tribe Stamm
tribes Staemme
tribesman Stammesangehoerige
tribesmen Stammesangehoerigen
tribulation Drangsal
tribunal Strafgericht
tribunals Strafgerichte
tributaries Nebenfluesse
tributary Nebenfluss
tribute Abgabe
tributes Abgaben
trichina Trichine
trick Kunst
tricker Gauner
trickeries Betruegereien
trickery Betruegerei
trickiness Verschlagenheit
tricks Kniffe
trickster Gauner
tricksters Gauner
tricolors Trikoloren
tricycle Dreirad
tricycles Dreiraeder
trident Dreizack
trier Pruefer
triers Pruefer
trifle Kleinigkeit
trifler Taendler
triflers Taendler
trifles Kleinigkeiten
trig Trigonometrie
trigger Ausloeser
triggers Ausloeser
trigonometry Trigonometrie
trillion Billiarde
trillions Billiarden
trilogy Trilogie
trimming Beschneiden
trimmings Besaetze
trimness Gepflegtheit
trinitarianism Dreieinigkeitslehre
trinity Dreifaltigkeit
trinket Schmuck
trinkets Wertlosigkeiten
trio Terzett
trip Trip
tripe Kaldaunen
triplet Drilling
triplets Drillinge
triplication Verdreifachung
tripod Dreifuss
tripods Dreifuesse
tripper Ausfluegler
trippers Ausfluegler
trippet Ausloeser
tripping Ausloesung
trips Ausfluege
trisection Dreiteilung
trisections Dreiteilungen
triteness Banalitaet
triumvirate Dreigestirn
triumvirates Dreigestirne
trivet Dreifuss
trivets Dreifuesse
trivialities Gehaltlosigkeiten
triviality Gehaltlosigkeit
troglodyte Hoehlenbewohner
troika Dreigespann
troikas Dreigespanne
trolley Wagen
trolleys Karren
trollies Wagen
trollop Schlampe
trollops Schlampen
trolly Wagen
trombone Posaune
trombones Posaunen
trombonist Posaunist
trombonists Posaunisten
troop Schar
trooper Reiter
troopers Reiter
troopscombat Kampftruppe
trophy Trophaee
tropic Wendekreis
trot Trab
trotter Traber
trotters Traber
trouble Problem
trouble-shooting Fehlersuche
troublemaker Querulant
troubles Schwierigkeiten
troubleshooting Fehlersuche
troublesomeness Laestigkeit
trough Mulde
troughs Mulden
trouser Hose
trousers Hosen
trousseau Aussteuer
trousseaus Brautausstattungen
trousseaux Ausstattungen
trout Forelle
trouts Forellen
trowel Hohlspatel
trowels Hohlspatel
truant Bummler
truants Schulschwaenzer
truce Waffenruhe
truces Waffenruhen
truckage Wagentransport
trucker Lastwagenfahrer
truckler Kriecher
truculence Wildheit
truculency Rohheit
truelove Geliebte
trueness Wahrheit
truism Binsenwahrheit
truisms Binsenwahrheiten
trumpery Tand
truncation Abbruch
truncheon Knueppel
truncheons Knueppel
trunk Amt
trunkUS Kofferraum
trunking Hauptleitung
trunks Koffer
trunnion Zapfen
trunnions Zapfen
truss Bund
trust Vertrauen
trustee Verwalter
trustfulness Vertrauen
trustiness Zuverlaessigkeit
trustworthiness Vertrauenswuerdigkeit
trustworthinesses Vertrauenswuerdigkeit
truth Wahrheit
truth-table Wahrheitstabelle
truthes Wahrheiten
truthfulness Wahrhaftigkeit
truths Wahrheiten
trying Versuch
tryout Pruefung
tryoutUS Probe
tryouts Pruefungen
tryst Verabredung
trysts Verabredungen
tsar Zar
tsarina Zarin
tsars Zaren
tuatara Brueckenechse
tub Kuebel
tube Rohr
tuber Knolle
tubers Knollen
tubes Rohre
tubing Rohr
tubs Kuebel
Tuesday Dienstag
tufa Kalktuff
tuft Schopf
tufts Bueschel
tug Zug
tugboat Schleppdampfer
tugboats Schleppdampfer
tuition Unterricht
tuitional Unterricht
tuitions Schulgelder
tumble Wasserglas
tumbler Becher
tumblers Becher
tumbrel Dungkarren
tumbrels Schuttkarren
tumescence Schwellung
tumescences Schwellungen
tumidity Schwellung
tummy Baeuchlein
tumultuousness Erregtheit
tuna Thunfisch
tunas Thunfische
tune Weise
tunelessness Klanglosigkeit
tuner Stimmer
tungsten Wolfram
tunic Waffenrock
tunics Waffenroecke
tuning Abstimmung
tunny Thunfisch
tuple Tupel
turbot Steinbutt
turbulency Sturm
tureen Schuessel
tureens Schuesseln
turf Rasen
turgidity Geschwollenheit
turgidness Geschwollenheiten
turmeric Gelbwurz
turmoil Getuemmel
turmoll Aufruhr
turn Wendung
turn-over Umpolung
turn-switch Drehschalter
turnaround Richtungsaenderung
turnarounds Wendungen
turnbuckle Spannwirbel
turnbuckles Spannwirbel
turncoat Verraeter
turncoats Abtruennige
turner Drechsler
turners Drechsler
turnings Biegungen
turnip Ruebe
turnips Rueben
turnkey Gefangenenwaerter
turnkeys Gefangenenwaerter
turnout Vertreibung
turnouts Vertreibungen
turnover Umsatz
turnovers Umsaetze
turnpike Schlagbaum
turnpikes Schlagbaeume
turns Drehungen
turnscrew Schraubendreher
turnstile Drehkreuz
turnstiles Drehkreuze
turntable Drehscheibe
turntables Drehscheiben
turpentine Terpentin
turpitude Schaendlichkeit
turpitudes Schaendlichkeiten
turret Gefechtsturm
turtle Schildkroete
turtles Schildkroeten
tusk Hauer
tusks Hauer
tussock Bueschel
tussocks Bueschel
tutelage Vormundschaft
tutelages Vormundschaften
tutor Lehrer
tutorial Anleitung
tutors Lehrer
tutus Roeckchen
tuxedoUS Smoking
tuxedos Smokings
TV Fernsehen
tweeter Hochtonlautsprecher
tweeters Hochtonlautsprecher
twelfth Zwoelfte
twelvefold Zwoelffache
twerp Kerl
twerps Kerle
twig Zweig
twigs Zweige
twilight Daemmerung
twilights Daemmerungen
twin Zwilling
twine Faden
twiner Kletterpflanze
twiners Kletterpflanzen
twinge Stich
twins Zwillinge
twist Drehung
twit Schwachkopf
twite Berghaenfling
two-party Zweier
two-phase Zweiphasen
two-stroke Zweitakt
two-way Zweiwege
twoseater Zweisitzer
twosome Paar
twosomes Paare
tycoon Manager
tycoons Manager
tyke Koeter
tykes Koeter
tympanic Mittelohr
tympanist Kesselpauker
tympanum Mittelohr
tympanums Mittelohren
type Art
typeface Schriftart
typefaces Schriftarten
types Arten
typescript Maschinenschrift
typescripts Maschinenschriften
typeset Schriftsatz
typesets Schriftsaetze
typesetter Setzer
typesetters Setzer
typewriter Schreibmaschine
typewriters Schreibmaschinen
typhoon Taifun
typhoons Taifune
typification Vorbildung
typifications Vorbildungen
typist Schreiber
typists Maschinenschreiber
typo Tippfehler
typography Drucktechnik
typos Tippfehler
tyrannicalness Gewaltherrschaftigkeit
tyrannies Gewaltherrschaften
tyranny Gewaltherrschaft
tyre Reifen
tyro Anfaenger
Tyrolean Tirolerin
Tyroleans Tirolerinnen
Tyrolese Tiroler
ubiquitousness Gleichzeitigkeit
ubiquity Allgegenwart
udder Euter
udders Euter
ufo Ufo
ugliness Haesslichkeit
ukases Erlaesse
ukulele Ukulele
ukuleles Ukulelen
ulcer Geschwuer
ulceration Eiterung
ulcerations Eiterungen
ulcers Geschwuere
ullage Schwund
ullages Fluessigkeitsverluste
ulna Elle
ulnas Ellen
ulster Ulster
ultimata Ultimaten
ultimateness Endgueltigkeit
ultimatum Ultimatum
ultimatums Ultimaten
ultra Ultra
ultrasonic Ueberschall
ultrasonics Ultraschall
ultrasound Ultrawelle
ultrasounds Ultrawellen
ululation Geheul
ululations Geheule
umbel Dolde
umbels Dolden
umber Umber
umbra Erdschatten
umbrage Schatten
umbrages Schatten
umbras Sonnenfleckenkerne
umbrella Schirm
umbrellas Regenschirme
umlaut Umlaut
umlauts Umlaute
unability Unfaehigkeit
unadvisedness Unratsamkeit
unaffectedness Aufrichtigkeit
unalterability Unveraenderlichkeit
unalterableness Unveraenderlichkeiten
unambiguousness Eindeutigkeit
unanimities Einmuetigkeiten
unanimity Einhelligkeit
unapproachability Unzugaenglichkeit
unapproachableness Unzugaenglichkeiten
unaptness Ungeschicktlichkeit
unavoidableness Unvermeidbarkeit
unbalance Ungleichgewicht
unbelief Unglaube
unbeliever Unglaeubige
unbelievers Unglaeubigen
unbiasedness Unbefangenheit
unblanking Helltastung
unblocking Freigabe
unblushingness Schamlosigkeit
unboundedness Unendlichkeit
unbrokenness Ganzheit
uncandidness Unaufrichtigkeit
uncanniness Unheimlichkeit
unceremoniousness Ungezwungenheit
uncertainness Unsicherheit
uncertainties Unsicherheiten
uncertainty Unsicherheit
unchangeability Unveraenderlichkeit
unchangeableness Unveraenderlichkeiten
uncharitableness Lieblosigkeit
uncle Onkel
uncleanliness Unreinlichkeit
uncleanness Unreinheit
uncles Onkels
uncomfortableness Unbehaglichkeit
uncommonness Seltenheit
uncompressor Nichtkompressor
unconcern Sorglosigkeit
unconcerns Unbekuemmertheiten
unconsciousness Besinnungslosigkeit
uncontrollability Unbeherrschtheit
uncontrollableness Zuegellosigkeit
unconventionality Zwanglosigkeit
uncouthness Grobheit
uncoverings Enthuellungen
unction Salbung
unctions Salbungen
unctuousness Salbung
unctuousnesses Salbungen
undecidedness Unentschlossenheit
undecisiveness Unentschlossenheit
underarm Unterarm
underbelly Unterbauch
underbrush Unterholz
underbrushes Unterholz
undercarriage Fahrgestell
undercarriages Fahrwerke
underclothes Unterwaesche
underclothing Unterwaesche
undercoat Grundierung
undercoats Grundierungen
undercurrent Unterstroemung
undercurrents Unterstroemungen
underdog Unterlegene
underdogs Underdogs
underestimation Unterschaetzung
underestimations Unterschaetzungen
underexposure Unterbelichtung
underexposures Unterbelichtungen
underflow Unterlauf
underframe Untergestell
underframes Untergestelle
undergarment Unterkleid
undergarments Unterkleider
undergraduate Student
undergraduates Studenten
underground Untergrund
undergrounds Untergruende
undergrowth Gestruepp
underhandedness Betruegerei
underhandednesses Betruegereien
underline Unterstrich
underling Kuli
underlings Kulis
underpinning Untermauerung
underpinnings Untermauerungen
underplot Nebenhandlung
underplots Nebenhandlungen
underprice Schleuderpreis
underprices Schleuderpreise
underseadiver Kampfschwimmer
undersecretaries Unterstaatsskretaere
undersecretary Unterstaatsskretaer
undershirt Unterhemd
undershirts Unterhemden
undershoot Unterschwingung
underside Unterseite
undersides Unterseiten
underskirt Unterrock
underskirts Unterroecke
understandability Verstaendlichkeit
understandableness Verstaendlichkeiten
understanding Verstaendnis
understandings Einvernehmen
understatement Unterbewertung
understatements Untertreibungen
understudy Ersatz
undertaker Bestattungsinstitut
undertakers Bestattungsinstitute
undertaking Unternehmen
undertakings Betriebe
undertone Unterton
undertones Untertoene
undertow Sog
undervaluation Unterschaetzung
undervaluations Unterschaetzungen
undervest Unterjacke
undervests Unterjacken
underwater Unterwasser
underwear Unterwaesche
underwears Unterkleidungen
underweight Untergewicht
underweights Untergewichte
underwood Unterholz
underwoods Unterholz
underworld Unterwelt
underworlds Unterwelten
underwriter Versicherer
underwriters Versicherer
underwriting Versicherung
undesirability Unerwuenschtheit
undies Unterwaesche
undulation Wellenbewegung
undulations Wellenbewegungen
unease Unruhe
uneasiness Unruhe
unemployment Arbeitslosigkeit
unemployments Arbeitslosigkeiten
unequation Ungleichung
unevenness Unebenheit
unexistence Nichtsein
unexpectedness Ploetzlichkeit
unfairness Unbilligkeit
unfaithfulness Untreue
unfeasibility Undurchfuehrbarkeit
unfeelingness Gefuehllosigkeit
unfitness Untauglichkeit
unfortunates Ungluecke
unfriendliness Unfreundlichkeit
unfruitfulness Unfruchtbarkeit
ungainliness Plumpheit
ungodliness Gottlosigkeit
ungraciousness Ungnade
ungraciousnesses Ungnaden
ungratefulness Undank
unguent Salbe
unguents Salben
unhandiness Unhandlichkeit
unhappiness Elend
unhealthiness Ungesundheit
unicorn Einhorn
unicorns Einhoerner
unicycle Einrad
unification Vereinheitlichung
unifications Vereinheitlichungen
uniform Uniform
uniformities Gleichfoermigkeiten
uniformity Einfoermigkeit
uniformness Gleichfoermigkeit
unimportance Unwichtigkeit
unintelligibility Unverstaendlichkeit
union Verein
unionist Gewerkschaftler
unionists Unionisten
unions Gewerkschaften
unison Einklang
unisons Einklaenge
unit Einheit
unities Einheitlichkeit
units Geraete
unity Einheit
universalism Universalismus
universalities Allgemeinheiten
universality Allgemeinheit
universe Universum
universities Hochschulen
university Universitaet
unjustness Unrecht
unkindliness Unfreundlichkeit
unkindness Lieblosigkeit
unknown Unbekannt
unknowns Unbekannten
unlikelihood Unwahrscheinlichkeit
unlikeliness Unwahrscheinlichkeiten
unloader Ablader
unloaders Ablader
unloading Entladen
unmanliness Unmaennlichkeit
unmark Unmarkierung
unmercifulness Unbarmherzigkeit
unmercifulnesses Unbarmherzigkeiten
unnaturalness Unnatuerlichkeit
unobtrusiveness Unaufdringlichkeit
unpacking Entpacken
unpleasantness Schreckhaftigkeit
unpopularity Unbeliebtheit
unpredictability Unberechenbarkeit
unproductiveness Unergiebigkeit
unprotection Schutzentfernung
unreality Unwirklichkeit
unreasonableness Unvernuenftigkeit
unreliability Unzuverlaessigkeit
unreliableness Unzuverlaessigkeiten
unresponsiveness Unempfaenglichkeit
unrestraint Zwangslosigkeit
unrighteousness Ungerechtigkeit
unripeness Unreife
unruliness Unbotmaessigkeit
unscrupulousness Gewissenlosigkeit
unselfishness Selbstlosigkeit
unsoundness Unzuverlaessigkeit
unstableness Unsicherheit
unsteadiness Unsicherheit
unsuccessfulness Erfolglosigkeit
unsuitability Unangemessenheit
unsuitableness Unangemessenheiten
unsureness Unsicherheit
unthankfulness Undankbarkeit
untidiness Unordentlichkeit
untimeliness Unzeit
untouchable Unbestechliche
untouchables Unbestechlichen
untrustworthiness Unzuverlaessigkeit
untruth Unwahrheit
untruthfulness Unaufrichtigkeit
untruths Unwahrheiten
unusualness Seltsamkeit
unwariness Unvorsichtigkeit
unwieldiness Unbeholfenheit
unwillingness Widerwille
unwinder Abwickeleinrichtung
unworthiness Unwuerdigkeit
up-and-coming Nachwuchs
up-to-date Stand
upbeat Auftakt
upbraiding Vorwurf
upbringing Erziehung
updates Verbesserungen
updating Aenderungsdienst
upgradability Ausbaufaehigkeit
upgrade Verbesserung
upgradeability Erweiterungsfaehigkeit
upgrades Verbesserungen
upgrading Ausbau
upheaval Erhebung
upheavel Umbruch
upheavels Umbrueche
upholder Erhalter
upholders Erhalter
upholsterer Dekorateur
upholsterers Dekorateure
upholsteries Polsterwaren
upholstery Polstermoebel
upkeep Unterhaltungsaufwand
upkeeps Unterhaltungskosten
upland Hochland
uplands Hochlaender
upper Ober
uppercase Grossschrift
uppercut Aufwaertshaken
uppityness Einbildung
uppitynesses Einbildungen
uprightness Geradheit
uprising Erhebung
uprisings Erhebungen
uproar Aufruhr
uproariousness Erregtheit
uproars Aufstaende
ups Wert
upshot Ergebnis
upshots Enden
upside Oberseite
upsides Oberseiten
upstage Emporkoemmling
upstairs Emporkoemmlinge
upstart Emporkoemmling
upstarts Emporkoemmlinge
upstate Hinterland
upstream Steig
upstroke Hub
upsurge Aufwallung
upsurges Aufwallungen
upsweep Schweifung
upswing Aufschwung
upswings Aufschwuenge
upthrust Horstbildung
uptime Betriebszeit
uptown Wohnviertel
uranium Uran
uranus Uranus
urban Stadt
urbanite Stadtbewohner
